generation,industry,timestamp,unit,region,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Thailand,Grid emission factor,Power Sector,2024-05-10 12:25:03.480602,tCO2_MWh,0.608,0.606,0.593,0.591,0.599,0.601,0.599,0.607,0.609,0.606,0.606,0.601,0.598,0.603,0.602,0.598,0.596,0.584,0.569,0.563,0.571,0.567,0.561,0.55
