year,population,gdp,cement_co2_per_capita,co2,co2_growth_abs,co2_including_luc_growth_abs,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2_per_capita,energy_per_capita,flaring_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2_per_capita,methane_per_capita,nitrous_oxide_per_capita,oil_co2_per_capita,primary_energy_consumption,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf
1976,9738.0,60783828992.0,0.0,2.032,1.081,3.532,5.807,1.007,0.39,208.621,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,208.621,106.836,0.0,0.0,0.0,23.209,20.147
1977,10384.0,60783828992.0,0.0,1.061,-0.97,3.532,5.807,1.007,0.39,102.186,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,102.186,106.836,0.0,0.0,0.0,23.209,20.147
1978,11058.0,60783828992.0,0.0,0.904,-0.157,3.532,5.807,1.007,0.39,81.721,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,81.721,106.836,0.0,0.0,0.0,23.209,20.147
1979,11745.0,60783828992.0,0.0,0.948,0.044,3.532,5.807,1.007,0.39,80.713,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,80.713,106.836,0.0,0.0,0.0,23.209,20.147
1980,12432.0,60783828992.0,0.0,0.976,0.028,3.532,5.807,1.007,0.39,78.472,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,78.472,106.836,0.0,0.0,0.0,23.209,20.147
1981,13326.0,60783828992.0,0.0,0.929,-0.046,3.532,5.807,1.007,0.39,69.73,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,69.73,106.836,0.0,0.0,0.0,23.209,20.147
1982,14621.0,60783828992.0,0.0,1.039,0.11,3.532,5.807,1.007,0.39,71.059,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,71.059,106.836,0.0,0.0,0.0,23.209,20.147
1983,16154.0,60783828992.0,0.0,0.534,-0.505,3.532,5.807,1.007,0.39,33.054,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,33.054,106.836,0.0,0.0,0.0,23.209,20.147
1984,17714.0,60783828992.0,0.0,1.333,0.799,3.532,5.807,1.007,0.39,75.271,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,75.271,106.836,0.0,0.0,0.0,23.209,20.147
1985,19314.0,60783828992.0,0.0,1.561,0.227,3.532,5.807,1.007,0.39,80.804,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,80.804,106.836,0.0,0.0,0.0,23.209,20.147
1986,20948.0,60783828992.0,0.0,0.299,-1.261,3.532,5.807,1.007,0.39,14.282,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,14.282,106.836,0.0,0.0,0.0,23.209,20.147
1987,22642.0,60783828992.0,0.0,0.266,-0.033,3.532,5.807,1.007,0.39,11.747,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,11.747,106.836,0.0,0.0,0.0,23.209,20.147
1988,24382.0,60783828992.0,0.0,0.262,-0.004,3.532,5.807,1.007,0.39,10.746,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,10.746,106.836,0.0,0.0,0.0,23.209,20.147
1989,26189.0,60783828992.0,0.0,0.499,0.237,3.532,5.807,1.007,0.39,19.044,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,19.044,106.836,0.0,0.0,0.0,23.209,20.147
1990,28079.0,60783828992.0,0.0,0.534,0.035,3.532,5.807,1.007,0.39,19.022,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,19.022,106.836,0.0,0.0,0.0,23.209,20.147
1991,30063.0,60783828992.0,0.0,0.426,-0.108,3.532,5.807,1.007,0.39,14.177,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,14.177,106.836,0.0,0.0,0.0,23.209,20.147
1992,31588.0,60783828992.0,0.0,0.351,-0.075,3.532,5.807,1.007,0.39,11.116,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,11.116,106.836,0.0,0.0,0.0,23.209,20.147
1993,32050.0,60783828992.0,0.0,0.542,0.191,3.532,5.807,1.007,0.39,16.913,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,16.913,106.836,0.0,0.0,0.0,23.209,20.147
1994,31941.0,60783828992.0,0.0,0.52,-0.022,3.532,5.807,1.007,0.39,16.27,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,16.27,106.836,0.0,0.0,0.0,23.209,20.147
1995,31796.0,60783828992.0,0.0,0.514,-0.005,3.532,5.807,1.007,0.39,16.174,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,16.174,106.836,0.0,0.0,0.0,23.209,20.147
1996,31622.0,60783828992.0,0.0,0.481,-0.033,3.532,5.807,1.007,0.39,15.213,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,15.213,106.836,0.0,0.0,0.0,23.209,20.147
1997,31420.0,60783828992.0,0.0,0.503,0.022,3.532,5.807,1.007,0.39,16.023,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,16.023,106.836,0.0,0.0,0.0,23.209,20.147
1998,31214.0,60783828992.0,0.0,0.028,-0.476,3.532,5.807,1.007,0.39,0.89,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,0.89,106.836,0.0,0.0,0.0,23.209,20.147
1999,30997.0,60783828992.0,0.0,0.208,0.18,3.532,5.807,1.007,0.39,6.718,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,6.718,106.836,0.0,0.0,0.0,23.209,20.147
2000,30796.0,60783828992.0,0.0,0.553,0.344,3.532,5.807,1.007,0.39,17.941,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,17.941,106.836,0.0,0.0,0.0,23.209,20.147
2001,30751.0,60783828992.0,0.0,0.563,0.01,3.532,5.807,1.007,0.39,18.296,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,18.296,106.836,0.0,0.0,0.0,23.209,20.147
2002,30986.0,60783828992.0,0.0,0.542,-0.02,3.532,5.807,1.007,0.39,17.505,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,17.505,106.836,0.0,0.0,0.0,23.209,20.147
2003,31345.0,60783828992.0,0.0,0.543,0.0,3.532,5.807,1.007,0.39,17.316,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,17.316,106.836,0.0,0.0,0.0,23.209,20.147
2004,31713.0,60783828992.0,0.0,0.569,0.027,3.532,5.807,1.007,0.39,17.958,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,17.958,106.836,0.0,0.0,0.0,23.209,20.147
2005,32082.0,60783828992.0,0.0,0.564,-0.005,3.532,5.807,1.007,0.39,17.594,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,17.594,106.836,0.0,0.0,0.0,23.209,20.147
2006,32447.0,60783828992.0,0.0,0.588,0.024,3.532,5.807,1.007,0.39,18.13,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,18.13,106.836,0.0,0.0,0.0,23.209,20.147
2007,32809.0,60783828992.0,0.0,0.662,0.074,3.532,5.807,1.007,0.39,20.185,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,20.185,106.836,0.0,0.0,0.0,23.209,20.147
2008,33163.0,60783828992.0,0.0,0.637,-0.025,3.532,5.807,1.007,0.39,19.207,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,19.207,106.836,0.0,0.0,0.0,23.209,20.147
2009,33514.0,60783828992.0,0.0,0.652,0.015,3.532,5.807,1.007,0.39,19.448,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,19.448,106.836,0.0,0.0,0.0,23.209,20.147
2010,33811.0,60783828992.0,0.0,0.449,-0.203,3.532,5.807,1.007,0.39,13.278,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,13.278,106.836,0.0,0.0,0.0,23.209,20.147
2011,34287.0,60783828992.0,0.0,0.573,0.124,3.532,5.807,1.007,0.39,16.704,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,16.704,106.836,0.0,0.0,0.0,23.209,20.147
2012,35037.0,60783828992.0,0.0,0.696,0.123,3.532,5.807,1.007,0.39,19.869,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,19.869,106.836,0.0,0.0,0.0,23.209,20.147
2013,35868.0,60783828992.0,0.0,0.714,0.018,3.532,5.807,1.007,0.39,19.92,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,19.92,106.836,0.0,0.0,0.0,23.209,20.147
2014,36694.0,60783828992.0,0.0,0.725,0.011,3.532,5.807,1.007,0.39,19.771,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,19.771,106.836,0.0,0.0,0.0,23.209,20.147
2015,37488.0,60783828992.0,0.0,0.744,0.018,3.532,5.807,1.007,0.39,19.841,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,19.841,106.836,0.0,0.0,0.0,23.209,20.147
2016,38272.0,60783828992.0,0.0,0.744,0.0,3.532,5.807,1.007,0.39,19.434,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,19.434,106.836,0.0,0.0,0.0,23.209,20.147
2017,39012.0,60783828992.0,0.0,0.707,-0.037,3.532,5.807,1.007,0.39,18.127,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,18.127,106.836,0.0,0.0,0.0,23.209,20.147
2018,39735.0,60783828992.0,0.0,0.689,-0.018,3.532,5.807,1.007,0.39,17.336,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,17.336,106.836,0.0,0.0,0.0,23.209,20.147
2019,40410.0,60783828992.0,0.0,0.689,0.0,3.532,5.807,1.007,0.39,17.046,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,17.046,106.836,0.0,0.0,0.0,23.209,20.147
2020,41026.0,60783828992.0,0.0,0.652,-0.037,3.532,5.807,1.007,0.39,15.897,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,15.897,106.836,0.0,0.0,0.0,23.209,20.147
2021,41590.0,60783828992.0,0.0,0.685,0.033,3.532,5.807,1.007,0.39,16.474,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,16.474,106.836,0.0,0.0,0.0,23.209,20.147
2022,42163.0,60783828992.0,0.0,0.664,-0.021,3.532,5.807,1.007,0.39,15.755,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,15.755,106.836,0.0,0.0,0.0,23.209,20.147
2023,42775.0,60783828992.0,0.0,0.693,0.029,3.532,5.807,1.007,0.39,16.201,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,16.201,106.836,0.0,0.0,0.0,23.209,20.147
1950,3465750.0,60783828992.0,0.099,18.52,0.53,3.532,5.807,1.007,0.39,5.344,0.973,0.366,5.036,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,0.198,106.836,0.0,0.001,0.0,23.209,20.147
1951,3525383.0,60783828992.0,0.108,19.732,1.212,2.68,6.469,1.007,0.39,5.597,0.973,0.366,5.275,24483.969,0.0,6.096,7.185,0.872,1.161,0.423,0.192,106.836,0.0,0.001,0.0,25.329,21.491
1952,3591860.0,60783828992.0,0.112,21.098,1.366,2.514,7.049,1.007,0.39,5.874,0.973,0.366,5.505,24483.969,0.0,6.41,7.707,1.175,1.207,0.429,0.222,106.836,0.001,0.001,0.0,27.684,23.025
1953,3660079.0,60783828992.0,0.115,21.866,0.768,1.608,7.357,1.007,0.39,5.974,0.973,0.366,5.589,24483.969,0.0,6.545,7.95,1.383,1.248,0.437,0.224,106.836,0.001,0.001,0.0,29.099,23.955
1954,3728029.0,60783828992.0,0.124,23.349,1.483,2.104,7.787,1.007,0.39,6.263,0.973,0.366,5.825,24483.969,0.0,6.879,8.4,1.524,1.297,0.447,0.267,106.836,0.001,0.001,0.0,31.316,25.646
1955,3797355.0,60783828992.0,0.138,24.228,0.879,1.31,7.99,1.007,0.39,6.38,0.973,0.366,5.927,24483.969,0.0,7.035,8.618,1.61,1.339,0.457,0.27,106.836,0.001,0.001,0.0,32.727,26.716
1956,3868270.0,60783828992.0,0.147,25.997,1.769,2.079,8.381,1.007,0.39,6.721,0.973,0.366,6.215,24483.969,0.0,7.428,9.065,1.661,1.391,0.468,0.287,106.836,0.001,0.001,0.0,35.067,28.733
1957,3936841.0,60783828992.0,0.166,27.141,1.144,1.297,8.565,1.007,0.39,6.894,0.973,0.366,6.185,24483.969,0.0,7.679,9.328,1.671,1.469,0.479,0.337,106.836,0.001,0.001,0.0,36.721,30.231
1958,4002698.0,60783828992.0,0.182,29.652,2.512,2.503,9.049,1.007,0.39,7.408,0.973,0.366,6.56,24483.969,0.0,8.274,9.924,1.641,1.549,0.491,0.343,106.836,0.001,0.001,0.0,39.722,33.119
1959,4064674.0,60783828992.0,0.202,29.661,0.008,1.15,9.194,1.007,0.39,7.297,0.973,0.366,6.308,24483.969,0.0,8.235,10.017,1.897,1.621,0.504,0.412,106.836,0.001,0.001,0.0,40.718,33.473
1960,4124444.0,60783828992.0,0.214,31.633,1.972,1.127,9.334,1.007,0.39,7.67,0.973,0.366,6.571,24483.969,0.0,8.688,10.39,1.664,1.701,0.516,0.527,106.836,0.001,0.001,0.0,42.852,35.833
1961,4185347.0,60783828992.0,0.223,34.339,2.705,0.987,9.434,1.007,0.39,8.204,0.973,0.366,6.96,24483.969,0.0,9.32,10.817,1.23,1.772,0.561,0.678,106.836,0.001,0.001,0.0,45.272,39.007
1962,4235795.0,60783828992.0,0.236,36.593,2.254,1.365,9.644,1.007,0.39,8.639,0.973,0.366,7.272,24483.969,0.0,9.85,11.264,1.005,1.856,0.583,0.845,106.836,0.001,0.001,0.0,47.713,41.721
1963,4278467.0,60783828992.0,0.212,38.521,1.929,1.273,9.845,1.007,0.39,9.004,0.973,0.366,7.61,24483.969,0.0,10.3,11.603,0.842,1.9,0.602,0.915,106.836,0.001,0.001,0.0,49.642,44.067
1964,4323295.0,60783828992.0,0.221,40.087,1.566,1.014,9.978,1.007,0.39,9.272,0.973,0.366,7.677,24483.969,0.0,10.695,11.921,0.706,1.989,0.635,1.126,106.836,0.001,0.001,0.0,51.537,46.239
1965,4365055.0,60783828992.0,0.227,39.049,-1.039,-1.477,9.544,1.007,0.39,8.946,0.973,0.366,7.323,24483.969,0.0,10.441,11.605,0.598,2.034,0.656,1.175,106.836,0.001,0.001,0.0,50.654,45.575
1966,4402206.0,60783828992.0,0.241,38.814,-0.235,-0.332,9.388,1.007,0.374,8.817,0.973,0.351,7.116,25130.607,0.0,10.406,11.526,0.571,2.089,0.685,1.219,110.584,0.001,0.001,0.0,50.741,45.811
1967,4436106.0,60783828992.0,0.248,38.725,-0.089,-0.219,9.267,1.007,0.37,8.729,0.973,0.348,6.759,25070.963,0.0,10.485,11.589,0.537,2.235,0.709,1.433,111.164,0.001,0.001,0.0,51.408,46.513
1968,4466440.0,60783828992.0,0.247,40.525,1.8,1.618,9.566,1.007,0.348,9.073,0.973,0.33,6.98,27483.607,0.0,10.965,12.072,0.493,2.342,0.758,1.499,122.685,0.001,0.001,0.0,53.917,48.973
1969,4495039.0,60783828992.0,0.252,43.029,2.504,2.218,9.999,1.007,0.351,9.573,0.973,0.336,7.142,28519.625,0.0,11.686,12.728,0.426,2.509,0.787,1.757,128.116,0.001,0.001,0.0,57.212,52.53
1970,4525875.0,60783828992.0,0.274,49.345,6.316,6.331,11.33,1.007,0.362,10.903,0.973,0.348,7.976,31337.059,0.0,12.846,13.877,0.427,2.387,0.728,2.197,141.734,0.001,0.001,0.0,62.807,58.137
1971,4560415.0,60783828992.0,0.289,51.764,2.419,2.491,11.79,1.007,0.354,11.351,0.973,0.341,8.049,33334.043,0.0,13.291,14.34,0.439,2.385,0.75,2.495,151.92,0.001,0.001,0.0,65.396,60.613
1972,4599802.0,60783828992.0,0.287,52.246,0.482,0.336,11.762,1.007,0.339,11.358,0.973,0.327,7.816,34753.191,0.0,13.278,14.333,0.404,2.358,0.771,2.699,159.766,0.001,0.001,0.0,65.93,61.074
1973,4643683.0,60783828992.0,0.292,52.457,0.211,0.156,11.684,1.007,0.326,11.297,0.973,0.316,7.44,35812.477,0.0,13.13,14.19,0.388,2.256,0.798,2.974,166.216,0.001,0.001,0.0,65.896,60.973
1974,4690648.0,60783828992.0,0.305,53.058,0.6,0.415,11.656,1.007,0.313,11.311,0.973,0.303,7.249,37312.355,0.0,13.06,14.139,0.345,2.162,0.827,3.048,174.938,0.001,0.001,0.0,66.323,61.262
1975,4739175.0,60783828992.0,0.31,55.525,2.467,2.548,12.074,1.007,0.313,11.716,0.973,0.303,7.321,38649.555,0.0,13.447,14.533,0.358,2.152,0.815,3.308,183.086,0.001,0.001,0.0,68.876,63.727
1976,4788513.0,60783828992.0,0.313,57.698,2.173,2.378,12.446,1.007,0.314,12.049,0.973,0.304,7.391,39683.262,0.0,13.731,14.877,0.397,2.096,0.823,3.48,189.938,0.001,0.001,0.0,71.24,65.751
1977,4837710.0,60783828992.0,0.311,59.437,1.74,1.75,12.682,1.007,0.307,12.286,0.973,0.298,7.307,41286.664,0.0,13.936,15.106,0.395,2.067,0.833,3.601,199.64,0.001,0.001,0.0,73.077,67.417
1978,4885733.0,60783828992.0,0.322,59.973,0.536,0.558,12.671,1.007,0.296,12.275,0.973,0.286,7.409,42890.543,0.0,13.979,15.204,0.396,2.069,0.91,3.359,209.45,0.001,0.001,0.0,74.283,68.299
1979,4933452.0,60783828992.0,0.317,58.41,-1.563,-1.736,12.197,1.007,0.279,11.84,0.973,0.271,6.966,43701.535,0.0,13.473,14.713,0.357,2.013,0.897,3.286,215.491,0.001,0.001,0.0,72.587,66.467
1980,4976659.0,60783828992.0,0.319,59.101,0.691,0.786,12.249,1.007,0.278,11.876,0.973,0.27,6.918,44040.234,0.0,13.436,14.738,0.373,1.924,0.925,3.06,219.051,0.001,0.001,0.0,73.346,66.865
1981,5014960.0,60783828992.0,0.322,58.455,-0.646,-0.426,12.07,1.007,0.279,11.656,0.973,0.269,6.955,43366.867,0.0,13.187,14.49,0.414,1.921,0.883,3.0,217.343,0.001,0.001,0.0,72.667,66.132
1982,5051810.0,60783828992.0,0.309,57.896,-0.558,-0.416,11.9,1.007,0.28,11.461,0.973,0.269,6.899,42593.418,0.0,12.98,14.317,0.439,1.945,0.854,2.791,215.018,0.001,0.002,0.0,72.326,65.571
1983,5086443.0,60783828992.0,0.312,57.978,0.081,0.099,11.838,1.007,0.279,11.398,0.973,0.269,6.945,42428.367,0.0,12.913,14.257,0.44,1.95,0.849,2.691,215.639,0.001,0.002,0.0,72.515,65.68
1984,5119394.0,60783828992.0,0.308,59.952,1.974,1.8,12.114,1.007,0.267,11.711,0.973,0.258,6.982,45414.504,0.0,13.222,14.594,0.403,1.952,0.86,2.828,232.297,0.001,0.002,0.0,74.714,67.69
1985,5151164.0,60783828992.0,0.297,59.145,-0.807,-0.818,11.88,1.007,0.255,11.482,0.973,0.247,6.803,46568.305,0.0,12.972,14.33,0.399,1.933,0.831,2.797,239.667,0.001,0.002,0.0,73.816,66.823
1986,5180090.0,63316652032.0,0.294,59.562,0.417,0.474,11.906,0.974,0.26,11.498,0.941,0.251,6.843,45908.125,0.0,12.943,14.263,0.407,1.897,0.788,2.607,237.593,0.001,0.002,0.0,73.885,67.046
1987,5205882.0,64851091456.0,0.293,58.863,-0.699,-0.795,11.694,0.939,0.251,11.307,0.908,0.242,6.675,46711.984,0.0,12.746,14.051,0.387,1.895,0.765,2.582,242.957,0.001,0.002,0.0,73.148,66.355
1988,5229678.0,66120765440.0,0.308,57.893,-0.97,-1.13,11.425,0.904,0.245,11.07,0.876,0.237,6.6,46732.137,0.0,12.522,13.803,0.355,1.911,0.774,2.406,244.171,0.001,0.002,0.0,72.185,65.484
1989,5249932.0,66785525760.0,0.3,55.25,-2.644,-2.684,10.869,0.854,0.23,10.524,0.827,0.223,6.171,47220.273,0.0,11.949,13.239,0.346,1.9,0.766,2.124,247.676,0.001,0.002,0.0,69.504,62.731
1990,5266076.0,65119608832.0,0.278,61.526,6.277,6.11,11.996,0.97,0.254,11.684,0.945,0.248,6.379,47203.785,0.015,13.123,14.427,0.313,1.906,0.755,2.427,248.354,0.001,0.002,0.0,75.972,69.105
1991,5284876.0,55297376256.0,0.196,53.332,-8.195,-8.625,10.322,0.986,0.246,10.091,0.964,0.24,5.459,42079.309,0.013,11.306,12.398,0.23,1.705,0.547,1.971,222.188,0.001,0.002,0.0,65.524,59.753
1992,5306445.0,51864850432.0,0.246,48.928,-4.404,-3.877,9.549,0.977,0.237,9.22,0.943,0.229,4.868,40314.297,0.012,10.338,11.378,0.329,1.54,0.507,1.669,213.742,0.001,0.002,0.0,60.375,54.855
1993,5326361.0,55439228928.0,0.193,46.396,-2.532,-3.051,8.941,0.859,0.227,8.711,0.837,0.221,4.628,39455.375,0.013,9.803,10.669,0.23,1.448,0.501,1.529,209.976,0.001,0.002,0.0,56.825,52.212
1994,5343230.0,58762731520.0,0.209,43.805,-2.591,-1.728,8.589,0.781,0.222,8.198,0.745,0.212,4.153,38743.297,0.014,9.376,10.218,0.391,1.415,0.527,1.556,206.843,0.001,0.002,0.0,54.597,50.097
1995,5354287.0,63261331456.0,0.216,44.196,0.391,-0.014,8.569,0.725,0.219,8.254,0.699,0.211,3.984,39205.477,0.014,9.441,10.223,0.314,1.357,0.546,1.524,209.749,0.001,0.002,0.0,54.735,50.551
1996,5362429.0,67378061312.0,0.205,44.077,-0.119,0.108,8.576,0.683,0.218,8.22,0.654,0.209,3.865,39416.023,0.014,9.451,10.3,0.356,1.39,0.573,1.509,211.202,0.001,0.002,0.0,55.232,50.682
1997,5369781.0,71311499264.0,0.226,44.149,0.072,0.117,8.586,0.647,0.222,8.222,0.619,0.213,3.812,38637.348,0.014,9.403,10.232,0.364,1.329,0.557,1.504,207.321,0.001,0.002,0.0,54.944,50.493
1998,5374801.0,74015465472.0,0.339,43.879,-0.269,0.167,8.609,0.625,0.221,8.164,0.593,0.209,3.56,39009.039,0.015,9.355,10.206,0.445,1.313,0.538,1.492,209.521,0.001,0.002,0.0,54.855,50.28
1999,5378105.0,73695870976.0,0.34,43.092,-0.788,-0.427,8.524,0.622,0.217,8.012,0.585,0.204,3.411,39313.191,0.015,9.219,10.006,0.512,1.31,0.47,1.443,211.293,0.001,0.002,0.0,53.814,49.581
2000,5380001.0,74595098624.0,0.221,41.192,-1.9,-4.81,7.627,0.55,0.188,7.656,0.552,0.189,3.288,40591.293,0.014,8.843,9.393,-0.029,1.244,0.502,1.366,218.247,0.002,0.002,0.0,50.537,47.577
2001,5379439.0,76744253440.0,0.225,43.279,2.087,1.752,7.954,0.558,0.191,8.045,0.564,0.193,3.405,41766.941,0.015,9.272,9.825,-0.092,1.247,0.538,1.482,224.558,0.002,0.002,0.0,52.854,49.879
2002,5377685.0,80059375616.0,0.217,42.095,-1.184,-0.631,7.839,0.527,0.186,7.828,0.526,0.186,3.327,42124.301,0.025,9.017,9.633,0.011,1.228,0.511,1.482,226.427,0.002,0.002,0.0,51.803,48.489
2003,5376198.0,84281958400.0,0.171,42.425,0.33,-3.312,7.225,0.461,0.177,7.891,0.503,0.193,3.5,40913.172,0.027,9.138,9.57,-0.666,1.249,0.528,1.494,219.883,0.002,0.002,0.0,51.449,49.127
2004,5376039.0,88594620416.0,0.226,42.92,0.495,1.82,7.564,0.459,0.189,7.984,0.484,0.2,3.509,40008.508,0.027,9.262,9.903,-0.42,1.249,0.561,1.536,215.043,0.002,0.002,0.0,53.237,49.794
2005,5376696.0,94444699648.0,0.234,42.926,0.006,1.077,7.763,0.442,0.184,7.984,0.455,0.19,3.279,42086.473,0.027,9.256,10.104,-0.22,1.225,0.535,1.714,226.267,0.002,0.002,0.0,54.324,49.767
2006,5376847.0,102275719168.0,0.258,42.751,-0.175,0.639,7.882,0.414,0.192,7.951,0.418,0.194,3.468,40946.383,0.037,9.281,10.299,-0.069,1.247,0.568,1.643,220.178,0.002,0.002,0.0,55.375,49.901
2007,5376995.0,113160249344.0,0.276,41.154,-1.597,-0.25,7.835,0.372,0.204,7.654,0.364,0.199,3.241,38418.406,0.037,8.969,10.268,0.182,1.26,0.528,1.706,206.629,0.002,0.002,0.0,55.213,48.227
2008,5379125.0,119380221952.0,0.298,41.551,0.397,0.704,7.963,0.359,0.202,7.724,0.348,0.196,3.147,39431.949,0.038,9.037,10.494,0.239,1.245,0.531,1.768,212.209,0.002,0.002,0.0,56.451,48.609
2009,5385074.0,112760233984.0,0.225,37.8,-3.751,-2.903,7.415,0.354,0.208,7.019,0.335,0.197,2.954,35687.543,0.036,8.28,9.964,0.396,1.228,0.482,1.651,192.318,0.002,0.002,0.0,53.657,44.59
2010,5391857.0,118344318976.0,0.159,38.462,0.663,1.146,7.618,0.347,0.2,7.133,0.325,0.187,2.957,38080.727,0.013,8.395,10.387,0.485,1.184,0.518,1.713,205.5,0.002,0.002,0.0,56.004,45.264
2011,5398104.0,120554971136.0,0.234,38.046,-0.416,-0.135,7.585,0.34,0.207,7.048,0.316,0.192,2.999,36591.309,0.014,8.339,10.554,0.537,1.178,0.57,1.622,197.691,0.002,0.002,0.0,56.973,45.013
2012,5404877.0,122144694272.0,0.203,35.963,-2.083,-2.704,7.075,0.313,0.201,6.654,0.294,0.189,2.676,35105.086,0.012,7.86,10.262,0.421,1.107,0.555,1.667,189.893,0.002,0.002,0.0,55.466,42.483
2013,5410422.0,122917617664.0,0.21,35.623,-0.34,0.033,7.074,0.311,0.197,6.584,0.29,0.183,2.616,35936.512,0.013,7.79,10.552,0.49,1.09,0.581,1.64,194.587,0.002,0.002,0.0,57.093,42.147
2014,5415237.0,126232944640.0,0.234,33.708,-1.915,-1.427,6.804,0.292,0.203,6.225,0.267,0.186,2.579,33419.594,0.014,7.358,10.619,0.579,1.028,0.583,1.616,181.12,0.002,0.002,0.0,57.506,39.845
2015,5420279.0,132755570688.0,0.241,34.528,0.82,1.559,7.085,0.289,0.21,6.37,0.26,0.189,2.545,33734.289,0.013,7.551,11.542,0.715,1.048,0.597,1.76,182.99,0.002,0.002,0.0,62.561,40.93
2016,5427262.0,135336427520.0,0.247,34.963,0.435,1.46,7.345,0.295,0.216,6.442,0.258,0.189,2.524,34015.234,0.013,7.629,10.439,0.903,1.064,0.604,1.824,184.744,0.002,0.002,0.0,56.657,41.405
2017,5435704.0,139312660480.0,0.251,36.167,1.204,0.062,7.345,0.287,0.205,6.654,0.26,0.186,2.605,35774.91,0.014,7.862,9.635,0.692,1.073,0.59,1.842,194.595,0.002,0.002,0.0,52.375,42.738
