year,population,gdp,primary_energy_consumption,oil_co2,coal_co2,cement_co2,temperature_change_from_ghg,co2
1993,67530620,237664026624,217.218,41.282,3.811,3.455,0.008,48.548
2021,34282405,807389757440,1246.65,73.878,86.461,11.308,0.011,273.152
1968,25989668,25735237632,20.251,2.598,0.22,0.087,0.006,2.927
2016,15852802,50470756352,44.198,6.545,2.681,1.421,0.002,10.647
1977,31355968,36056281088,20.251,3.822,0.344,0.131,0.007,5.166
2003,346649,19083315200,27.009,0.839,0,0,0,5.598
2019,16481304,62129455104,65.957,9.133,4.489,5.007,0.003,18.629
2004,47068779,127115616256,60.847,6.41,0.729,0.206,0.009,12.565
2014,91679583,519523041280,728.078,47.698,78.073,32.694,0.009,179.971
1952,6422850,15824946176,33.086,5.911,0.358,0,0.002,6.371
1983,14285914,96580485120,160.962,30.536,0.993,1.716,0.004,38.048
1964,2322828,2014624000,3.799,0.172,0,0,0.001,0.172
1958,7562884,17939273728,33.086,3.631,0.011,0.054,0.002,3.832
1960,21730254,20532299776,20.251,1.715,0.938,0.022,0.005,2.715
2010,392340,19083315200,42.423,1.59,0,0,0,8.017
2017,95176979,634161332224,963.632,57.048,108.22,42.735,0.01,227.613
1999,22435533,279671635968,529.429,52.824,5.207,5.48,0.006,103.987
2004,352921,19083315200,29.992,1.008,0,0,0,5.641
1962,8380175,23236757504,33.086,4.393,0.088,0.16,0.002,4.777
1982,2627420,38947999744,124.894,28.374,0.007,0,0,28.382
2001,23526534,309934489600,625.815,63.481,9.93,6.327,0.006,130.89
1962,2219918,1895883008,3.799,0.132,0,0,0.001,0.132
2019,272489379,3272567947264,2299.63,216.541,315.401,30.156,0.053,653.792
1955,1893226,1532825984,3.799,0.026,0,0,0,0.026
1968,2010102,10651528192,81.735,5.111,0.022,0,0,5.133
1995,199888054,1072204283904,870.284,109.715,25.175,13.312,0.032,222.41
2020,447412,19083315200,55.351,3.408,2.132,0,0,11.157
1959,31585549,38721822720,29.455,1.806,4.609,0.189,0.003,6.605
1963,2271068,1953240064,3.799,0.147,0,0,0.001,0.147
1993,69586394,135210622976,97.972,12.11,8.896,1.847,0.005,22.853
2002,83068887,354896576512,302.286,47.038,14.103,5.553,0.009,70.069
1983,35162716,50756358144,23.494,4.276,0.242,0.152,0.007,5.754
2020,5620150,409204981760,910.518,23.718,1.865,0,0.001,46.7
1983,204754,19083315200,21.388,0,0,0,0,2.733
2009,6241649,24050843648,18.506,1.934,0.352,0.382,0.001,2.667
2018,52272246,315726036992,172.26,20.888,3.25,1.717,0.011,34.017
1961,33409061,42315558912,29.455,2.026,5.727,0.225,0.003,7.978
1993,8616384,14667326464,2.18,1.385,0,0,0.002,1.385
2016,94000115,593006624768,898.778,55.369,106.855,36.822,0.01,220.98
1980,186121,19083315200,24.127,0.674,0.004,0,0,6.877
1983,3541005,4484085248,3.154,0.18,0,0,0.001,0.18
1985,218928,19083315200,22.553,1.224,0,0,0,2.594
1976,43201484,156320022528,128.719,32.687,0.172,2.207,0.006,35.066
1962,1721183,6607005184,47.888,2.484,0.029,0,0,2.513
1971,137930,19083315200,24.127,0.26,0,0,0,7.511
1971,27807214,28931649536,20.251,3.931,0.601,0.098,0.006,5.099
2009,384964,19083315200,37.245,1.754,0,0,0,7.745
2007,48125046,174123352064,79.877,5.564,0.821,0.234,0.009,12.841
1973,125288516,297900736512,121.874,38.714,0.355,0.367,0.021,49.098
1969,26585110,26819960832,20.251,2.59,0.498,0.091,0.006,3.213
2022,99680656,833803845632,1244.068,67.727,157.181,55.979,0.011,297.634
1977,12035715,62980902912,79.25,17.829,0.117,0.915,0.003,22.621
2017,267346655,2962852151296,1967.708,218.16,221.093,28.966,0.051,556.944
1984,5845115,11330466816,1.821,0.41,0,0,0.001,0.41
1955,28166450,33146984448,29.455,1.176,2.198,0.149,0.003,3.524
2014,30696133,652563841024,1097.615,88.718,57.866,9.468,0.009,245.05
2019,110804685,986114686976,566.121,55.407,68.894,10.603,0.011,143.526
2006,233951650,1565012918272,1440.204,152.499,111.641,19.047,0.041,346.633
1950,4375252,3433858560,1.323,0.103,0.033,0,0.001,0.103
2008,377800,19083315200,56.141,2.056,0,0,0,9.166
1971,42449280,52424470528,80.825,17.364,6.764,0.376,0.004,24.504
1956,1937237,1578023936,3.799,0.059,0,0,0,0.059
2021,113100946,943141683200,545.51,49.388,74.707,10.335,0.011,141.174
2022,17201717,65136594944,66.938,9.642,4.08,5.887,0.003,19.609
1997,74226890,188059205632,167.918,18.398,21.528,3.451,0.006,45.502
1985,36622832,54736502784,25.785,4.313,0.289,0.209,0.007,6.676
1990,7374754,13119770624,2.042,1.26,0,0,0.002,1.26
1953,26757963,30331846656,29.455,0.982,0.623,0.145,0.003,1.75
1985,59060621,88396906496,61.651,5.591,14.839,0.594,0.005,21.097
1967,1965686,9375801344,65.756,2.814,0.007,0,0,2.821
2012,49837450,210159812608,89.368,6.057,1.704,0.348,0.01,11.819
2016,51495702,280587272192,129.814,10.893,1.125,0.962,0.01,21.14
1998,312398,19083315200,16.346,1.422,0,0,0,5.595
1964,5946186,6902566912,1.323,0.305,0.033,0,0.001,0.337
2003,24679604,350966710272,714.156,62.222,18.214,7.731,0.007,153.384
1996,203204352,1161281404928,933.146,121.308,27.561,14.266,0.033,253.065
1957,29754431,35813199872,29.455,1.438,1.358,0.08,0.003,2.876
2021,7453191,52626362368,139.941,3.279,14.022,5.5,0.002,22.801
1979,46807103,183436886016,151.001,35.039,1.099,1.893,0.007,38.031
1950,68799030,105742745600,84.516,6.598,2.042,0,0.014,9.831
1962,93375848,164672684032,84.516,16.232,1.301,0.251,0.017,22.975
1991,40394159,48063926272,24.876,2.019,0.289,0.18,0.008,4.137
1974,2939760,2962136064,3.799,0.293,0,0,0.001,0.293
1998,44257792,68698886144,41.131,4.673,0.055,0.147,0.008,8.046
1987,233876,19083315200,23.866,1.191,0,0,0,3.316
2013,411206,19083315200,39.397,1.656,0,0,0,7.626
2017,5604087,405715943424,950.002,26.079,3.866,0,0.001,50.1
2023,17423881,65136594944,66.938,9.852,4.44,5.887,0.003,20.178
1979,145434830,404845723648,284.463,63.41,0.652,2.46,0.023,95.137
1965,110856,19083315200,24.127,0.011,0,0,0,0.333
2019,5669562,425816260608,929.679,26.14,1.971,0,0.001,49
2011,5182242,319718129664,802.554,31.958,0.033,0,0.001,47
2014,5457899,363759075328,828.292,26.708,1.678,0,0.001,47.6
1951,1725247,1356226048,3.799,0.026,0,0,0,0.026
2008,48390791,177512923136,73.33,5.163,0.649,0.258,0.009,9.772
1976,163620,19083315200,24.127,0.337,0,0,0,6.02
1958,83592765,142311997440,84.516,16.447,1.605,0.149,0.016,22.206
2022,5649886,461801127936,881.846,25.008,1.784,0,0.001,47.873
1978,12328158,68504293376,105.269,19.196,0.092,1.137,0.003,23.26
1954,4783832,4257437696,1.323,0.103,0.033,0,0.001,0.103
2007,83633377,351786434560,370.274,37.357,36.463,14.063,0.008,101.43
1970,135157,19083315200,24.127,0.191,0,0,0,8.204
1978,50249550,66386604032,43.905,2.862,12.124,0.402,0.004,15.388
1991,66891779,115933544448,78.514,8.04,11.998,1.334,0.005,21.376
2001,5521481,13005703168,12.043,0.974,0.051,0.037,0.001,1.063
2015,422224,19083315200,48.96,1.645,0,0,0,6.933
1953,6593946,15901922304,33.086,6.094,0.275,0.015,0.002,6.499
1986,2744656,46286409728,164.756,34.075,0.026,0,0,34.101
1965,32625327,86595485696,62.501,13.058,0.15,0.756,0.005,13.965
2003,79563778,268202917888,285.329,29.501,31.974,9.366,0.007,77.262
1956,1390956,4445355520,47.888,3.619,0.477,0,0,4.096
1981,2531800,36344500224,128.36,25.688,0.018,0,0,25.707
1973,2200145,19504541696,89.327,20.676,0.015,0,0,20.691
1983,5636208,10619108352,1.663,0.366,0,0,0.001,0.366
2023,281190068,3500093472768,2807.733,215.932,399.051,26.004,0.057,733.224
1997,5152015,10121303040,4.533,0.663,0.095,0.034,0.001,0.792
2000,12462343,20435398656,8.961,2.001,0,0,0.002,2.001
1950,1684556,1314541952,3.799,0.026,0,0,0,0.026
1974,152667,19083315200,24.127,0.293,0,0,0,8.178
1955,77273504,136433229824,84.516,14.986,2.121,0.073,0.015,20.844
2006,89508993,452834623488,305.31,38.649,17.509,4.88,0.009,66.279
2003,4138241,160287784960,454.274,29.238,0.033,0,0.001,39.534
2021,451723,19083315200,45.994,3.231,2.747,0,0,11.713
1959,26907611,66250981376,62.501,6.698,0.169,0.36,0.004,7.226
2003,84731838,375676502016,311.884,45.023,14.678,5.359,0.009,70.107
2001,81401489,339580387328,300.852,50.054,16.184,3.623,0.009,70.143
2015,51089060,263690043392,112.88,9.625,0.927,0.377,0.01,21.887
1996,72190237,281422823424,277.04,49.999,5.452,5.335,0.008,60.814
1987,16276735,109808533504,194.529,28.059,1.301,1.801,0.004,40.878
1968,2546378,2276819968,3.799,0.169,0,0,0.001,0.169
1990,17833178,143192129536,240.986,35.713,5.412,3.244,0.005,54.269
2014,15396771,44124786688,30.905,5.097,1.092,0.51,0.002,6.699
1978,45575286,173707444224,144.615,34.402,0.883,2.096,0.006,37.38
2009,14276819,34042365952,19.817,4.173,0.059,0.347,0.002,4.579
2017,108119693,873843261440,531.864,55.788,60.929,9.952,0.011,134.447
1950,25100733,26590203904,29.455,0.367,1.039,0.073,0.003,1.48
2000,216077791,1138300157952,1163.518,156.816,50.906,16.446,0.037,281.33
1957,20382706,17669511168,20.251,1.323,0.747,0.018,0.005,2.099
2020,274814864,3204972544000,2163.753,196.666,300.518,26.297,0.054,608.223
1966,9284694,29125220352,38.272,9.237,0.062,0.422,0.002,9.834
1961,2169801,1837661056,3.799,0.114,0,0,0.001,0.114
1996,298283,19083315200,16.899,1.194,0,0,0,5.879
2012,14945090,38360866816,26.375,4.957,0.132,0.487,0.002,5.576
1983,52194624,210595332096,153.913,31.005,2.198,2.036,0.007,35.239
1995,20330602,233787211776,397.951,54.641,6.331,4.285,0.006,109.595
1982,13832795,91022696448,140.161,25.326,0.355,1.652,0.004,30.642
2022,278830529,3500093472768,2791.422,216.563,404.573,26.843,0.056,737.073
1998,5248273,10598967296,5.771,0.718,0.07,0.032,0.001,0.82
1961,5571175,6102990848,1.323,0.286,0.033,0,0.001,0.286
2018,269951847,3116158943232,2151.627,212.953,262.222,30.832,0.052,594.101
1978,2360612,27273517056,105.374,32.448,0.015,0,0,32.463
1956,28922316,34502635520,29.455,1.224,1.587,0.098,0.003,2.908
1994,42055150,57338245120,32.523,3.451,0.04,0.191,0.008,6.174
1956,69569,19083315200,24.127,0.029,0,0,0,0.297
1984,3637846,4807488000,2.82,0.183,0,0,0.001,0.183
1950,18849530,36049936384,62.501,3.276,0.183,0.145,0.003,3.604
1958,30658455,37248765952,29.455,1.759,3.107,0.149,0.003,5.015
1964,105936,19083315200,24.127,0.073,0,0,0,0.341
1984,14759014,104084234240,173.472,25.695,1.092,1.855,0.004,34.794
1986,226510,19083315200,14.944,1.321,0,0,0,2.297
1957,7362818,17947285504,33.086,3.272,0.048,0.054,0.002,3.513
1959,1567757,5140940800,47.888,1.762,0.037,0,0,1.799
2000,45290851,84093542400,48.049,5.91,1.359,0.158,0.008,10.219
2003,5697945,14843718656,11.678,1.019,0.102,0.099,0.001,1.221
2018,109465284,929253621760,549.699,57.4,64.171,10.603,0.011,140.785
1988,4072609,5118280192,2.082,0.209,0.004,0,0.001,0.213
2021,5546292,445551968256,910.714,26.55,1.997,0,0.001,50.1
2000,22967817,305803231232,611.257,56.153,7.874,6.588,0.006,122.878
1991,186778237,786440060928,652.938,97.702,13.52,9.087,0.029,174.865
1972,39408559,120671313920,109.637,24.897,0.077,1.436,0.006,26.409
2023,100352189,833803845632,1358.732,75.601,192.077,51.314,0.011,334.726
1994,69019296,250065485824,226.294,45.793,3.763,4.138,0.008,53.741
2001,219097906,1185220919296,1246.258,164.07,64.629,18.462,0.037,317.027
1997,3796630,132363362304,412.801,53.762,0,0,0.001,56.737
1961,92528,19083315200,24.127,0.029,0,0,0,0.304
1982,198177,19083315200,27.215,0,0,0,0,2.665
1973,147382,19083315200,24.127,0.249,0,0,0,9.973
2017,32355642,757336178688,1188.477,80.88,78.957,8.776,0.01,244.457
1963,23213405,23503927296,20.251,1.968,0.575,0.062,0.005,2.634
2007,13841775,33022341120,15.308,3.437,0,0.053,0.002,3.489
1981,152485036,469898625024,327.653,70.338,0.791,3.652,0.023,100.297
1962,34288563,47686352896,29.455,1.986,7.123,0.229,0.003,9.338
1968,35638340,99985080320,87.654,20.866,0.088,1.268,0.005,22.223
2015,261799249,2684764028928,1866.101,217.063,197.815,24.558,0.05,539.149
1986,60347045,90992377856,66.832,5.72,14.092,0.696,0.005,20.585
1999,76287455,207067168768,188.049,20.236,20.031,4.464,0.006,48.548
1982,34482968,48612241408,22.967,4.121,0.271,0.157,0.007,5.58
1966,38024835,52540121088,51.482,10.672,8.073,0.436,0.004,19.181
1989,64147353,104599150592,71.687,7.379,8.537,0.895,0.005,17.398
1979,3228200,3156888064,3.799,0.224,0,0,0.001,0.224
2011,249470029,2178184511488,1836.37,211.329,181.281,21.1,0.045,500.725
1976,135173656,340620640256,167.967,45.814,0.447,0.926,0.022,61.788
1960,5449962,6164508672,1.323,0.234,0.033,0,0.001,0.234
1989,4190973,5846232064,2.643,0.227,0.004,0,0.001,0.231
1996,43154857,63378624512,34.848,3.909,0.048,0.204,0.008,7.188
1961,1670470,6167795200,47.888,2.085,0.007,0,0,2.092
1982,50695715,206677147648,147.523,31.192,1.608,2.038,0.007,34.839
1977,138533539,367091515392,222.085,56.36,0.509,1.372,0.022,82.416
1953,21132499,46221742080,62.501,3.712,0.176,0.145,0.004,4.033
2019,52640718,337037557760,169.581,19.718,3.932,1.946,0.011,33.62
1999,5340784,11458882560,6.823,0.799,0.015,0.032,0.001,0.846
1993,19322667,191754977280,342.515,50.184,5.386,3.425,0.005,86.612
2007,370884,19083315200,54.662,1.847,0,0,0,8.077
1986,3846722,5300658176,2.8,0.209,0,0,0.001,0.209
2011,49419824,197359091712,74.951,7.665,1.663,0.203,0.01,15.122
1954,6772375,16904214528,33.086,6.642,0.208,0.045,0.002,7.004
1994,70854393,146640896000,109.445,13.201,10.911,2.056,0.006,27.362
1970,2091568,13795472384,87.205,17.822,0.011,0,0,17.833
1952,71876439,119008854016,84.516,8.146,2.454,0.069,0.015,12.721
1988,2849044,56963538944,200.43,35.233,0.048,0,0,35.281
1979,180431,19083315200,24.127,0.638,0,0,0,7.434
1976,47684927,63562190848,39.567,2.151,11.391,0.357,0.004,13.899
2010,14500732,34365988864,22.857,4.609,0.084,0.37,0.002,5.064
1981,33858787,46093430784,20.877,4.405,0.205,0.145,0.007,5.623
1986,37314881,54201450496,26.252,4.203,0.187,0.187,0.007,6.756
2020,7346533,50856669184,143.983,3.272,13.868,2.351,0.002,19.492
2008,92699093,511142166528,327.548,39.227,25.106,5.168,0.009,76.979
1997,73908814,298360012800,302.241,56.98,6.338,6.279,0.008,69.615
1958,5220838,5295509504,1.323,0.198,0.033,0,0.001,0.198
2014,50681634,245354659840,120.965,9.226,1.158,0.503,0.01,15.849
1954,21982505,49679314944,62.501,5.042,0.136,0.153,0.004,5.33
1976,11750093,58225278976,67.75,18.807,0.095,0.892,0.003,23.898
1972,28428330,29129007104,20.251,3.8,0.381,0.098,0.006,4.894
2021,98935101,771912040448,1208.554,64.076,172.395,62.071,0.011,313.973
1994,9239158,15501963264,2.186,1.425,0,0,0.002,1.425
1980,48043744,192910475264,148.342,33.39,1.348,2.13,0.007,36.869
1964,98833757,164270391296,84.516,15.708,1.205,0.218,0.018,22.374
2007,91075179,486739181568,316.799,36.64,21.537,5.155,0.009,70.444
1978,5211654,8736406528,1.323,0.048,0,0,0.001,0.048
2023,114891200,1014811000832,609.214,55.071,83.182,10.335,0.011,154.579
1974,45413538,58534064128,61.49,9.939,8.781,0.339,0.004,19.058
2006,5963199,17176979456,15.86,1.414,0.187,0.156,0.001,1.757
1984,2720930,45996859392,139.103,31.947,0.022,0,0,31.969
1971,10423464,38820380672,49.442,14.982,0.154,0.545,0.003,16.663
1965,2376200,2077650048,3.799,0.18,0,0,0.001,0.18
1998,3901418,131914186752,418.509,44.155,0,0,0.001,47.412
1958,78989,19083315200,24.127,0.022,0,0,0,0.319
1993,41502423,54198378496,27.799,3.081,0.051,0.162,0.008,5.303
2007,4596515,237920174080,635.406,27.796,0.051,0,0.001,41.1
1991,7686856,13798587392,2.167,1.304,0,0,0.002,1.304
1988,6812011,12803095552,2.009,0.451,0,0,0.002,0.451
1952,54252,19083315200,24.127,0.051,0,0,0,0.322
1957,5110435,5040441344,1.323,0.161,0.033,0,0.001,0.161
1996,20850085,259190308864,444.273,58.518,7.738,4.789,0.006,110.108
2005,25836073,399781036032,835.079,68.799,26.11,7.616,0.007,169.967
1972,6673891,6856060928,1.323,0.077,0.015,0,0.001,0.092
1954,1850135,1485549952,3.799,0.026,0,0,0,0.026
1980,3292574,3470821888,3.799,0.187,0,0,0.001,0.187
2012,29662835,587985584128,1038.408,74.277,59.87,8.111,0.009,212.99
1957,81390843,147685294080,84.516,16.211,1.916,0.124,0.016,22.412
1956,4999483,4727680512,1.323,0.132,0.033,0,0.001,0.132
1986,15760425,104308424704,188.659,27.97,1.063,1.927,0.004,40.102
1968,9725281,32227313664,42.503,9.885,0.048,0.462,0.002,10.53
1968,39734609,45129842688,73.566,16.063,7.222,0.316,0.004,23.601
1975,3005524,3157839104,3.799,0.253,0,0,0.001,0.253
2011,98248616,590943092736,347.837,38.981,30.521,6.114,0.01,83.41
1964,23737316,23902439424,20.251,2.191,0.594,0.065,0.005,2.857
1998,209826791,1066065657856,995.569,141.038,32.075,13.077,0.035,244.523
2012,5293344,333899235328,804.334,29.716,0.11,0,0.001,46.1
1960,2121516,1780238976,3.799,0.081,0,0,0,0.081
1972,2164344,17552822272,94.788,21.709,0.011,0,0,21.72
1974,2235078,20768356352,88.059,21.409,0.018,0,0,21.427
1985,55213007,180907327488,135.47,22.852,3.638,1.408,0.007,27.899
1985,2735032,45678538752,141.894,32.353,0.044,0,0,32.397
1970,10178801,36156456960,44.263,13.759,0.062,0.509,0.003,14.586
2015,5525343,374587424768,878.403,28.094,1.751,0,0.001,49.4
2022,34695494,877584187392,1331.279,87.06,85.389,11.247,0.011,285.448
1972,2801657,2626104064,3.799,0.487,0,0,0.001,0.487
2015,15623253,47229403136,35.449,5.605,1.932,0.653,0.002,8.189
1981,3366638,4001062912,3.293,0.15,0,0,0.001,0.15
1987,61584645,94239735808,75.248,6.401,16.063,0.756,0.005,23.297
2019,442687,19083315200,52.705,3.577,0.605,0,0,10.733
1988,59739056,208280780800,164.29,31.722,3.936,1.827,0.008,37.485
1997,21375224,280383848448,515.451,68.086,6.375,5.207,0.006,118.471
1977,5668561,7991254528,1.323,0.048,0,0,0.001,0.048
1991,4435120,6550550016,3.247,0.542,0.004,0,0.001,0.546
1988,176855069,605642489856,491.403,87.244,6.914,6.768,0.027,132.721
1991,262603,19083315200,16.425,1.638,0,0,0,7.211
1979,12627863,74075578368,121.07,22.295,0.136,1.178,0.003,27.306
1986,170175064,545914224640,441.025,78.27,8.057,5.977,0.026,122.166
2002,340108,19083315200,26.107,0.718,0,0,0,4.67
1982,5436436,9905037312,1.524,0.337,0,0,0.001,0.337
1951,51211,19083315200,24.127,0.033,0,0,0,0.3
2017,16073374,54002196480,46.705,6.622,3.165,2.301,0.002,12.088
1974,29598164,30781978624,20.251,3.554,0.436,0.084,0.006,4.671
2020,98079196,752629579776,1204.393,68.389,215.817,60.066,0.011,362.46
1982,3450021,4284216064,3.378,0.158,0,0,0.001,0.158
2016,6908800,41128976384,120.129,3.144,12.014,1.3,0.001,16.458
1992,40950343,51891171328,26.015,2.906,0.121,0.189,0.008,4.842
1998,21906713,261784109056,495.441,59.701,6.284,5.325,0.006,109.782
1965,24279437,24513335296,20.251,2.275,0.37,0.065,0.005,2.725
1990,183501097,718548893696,600.179,87.271,6.947,7.719,0.028,155.081
1982,156052154,452605673472,334.077,75.086,0.861,4,0.024,105.584
1966,6201237,7566807040,1.323,0.341,0.099,0,0.001,0.44
1951,25600272,27805474816,29.455,0.557,0.623,0.105,0.003,1.285
1995,72049945,160152272896,127.153,13.187,12.549,2.536,0.006,30.089
2013,30174269,615585611776,1086.738,87.213,57.989,8.793,0.009,241.671
1955,19550487,15661146112,20.251,0.828,0.553,0.029,0.005,1.421
1993,276979,19083315200,15.265,1.605,0,0,0,6.357
1981,49311730,199457193984,147.774,31.305,1.294,1.93,0.007,34.528
2005,4268361,190691508224,536.788,28.081,0.044,0,0.001,39.6
2013,5385589,349985243136,812.491,27.54,1.136,0,0.001,47
2001,45771140,92175089664,44.351,4.869,1.565,0.152,0.008,8.856
1969,2606966,2346653952,3.799,0.319,0,0,0.001,0.319
1955,6959960,17014372352,33.086,7.021,0.199,0.056,0.002,7.43
2022,455374,19083315200,45.994,3.309,2.857,0,0,11.354
1977,169287,19083315200,24.127,0.444,0,0,0,6.39
1993,193305171,912702701568,763.843,112.763,21.31,10.775,0.03,215.109
1986,56645081,187086782464,137.34,24.487,2.931,1.607,0.007,29.025
1954,27427908,31754102784,29.455,1.147,1.396,0.127,0.003,2.67
1950,20428403,26094198784,30.707,0.828,0.044,0.084,0.003,0.956
1951,20965189,27943960576,30.707,0.89,0.048,0.153,0.003,1.091
1952,21527581,29485821952,30.707,1.1,0.055,0.123,0.003,1.278
1953,22109322,32726595584,30.707,1.403,0.099,0.142,0.004,1.644
1954,22713342,32462198784,30.707,1.655,0.206,0.189,0.004,2.05
1955,23343179,35317682176,30.707,2.052,0.132,0.189,0.004,2.373
1956,23997265,35930308608,30.707,2.305,0.117,0.196,0.004,2.618
1957,24674830,36335824896,30.707,2.579,0.143,0.2,0.004,2.922
1958,25367009,37656813568,30.707,2.649,0.143,0.225,0.004,3.017
1959,26088018,42160910336,30.707,2.924,0.147,0.251,0.004,3.321
1960,26851750,47266906112,30.707,3.301,0.147,0.262,0.004,3.709
1961,27650337,49743294464,30.707,3.62,0.121,0.4,0.005,4.141
1962,28481047,53581279232,30.707,4.4,0.15,0.476,0.005,5.029
1963,29342315,57963802624,30.707,4.921,0.15,0.491,0.005,5.564
1964,30232139,61933273088,30.707,6.83,0.117,0.523,0.005,7.474
1965,31149335,66849222656,30.707,6.676,0.146,0.618,0.005,7.445
1966,32086073,74363568128,36.594,8.537,0.194,0.734,0.005,9.471
1967,33037798,80603447296,41.678,10.919,0.374,0.857,0.005,12.157
1968,34002562,87150747648,53.472,15.557,0.348,1.17,0.005,17.083
1969,34973784,94018297856,56.474,12.96,0.392,1.188,0.006,14.549
1970,35954411,100145356800,67.274,13.593,0.462,1.297,0.006,15.362
1971,36937393,105055232000,74.517,17.319,0.528,1.355,0.006,19.213
1972,37933932,109423362048,90.427,19.723,0.414,1.622,0.006,21.771
1973,38947791,120382758912,95.888,22.145,0.443,1.756,0.006,24.357
